1.400153285,46.995587363,8.67559195
0.000691862,75.664862829,28.212674189
0.000608436,87.9916119,48.93888009
0.001103069,95.046686505,18.532777634
0.000644278,141.738884014,54.952645897
0.000592121,160.188304421,69.273341581
0.000598329,185.650159408,85.826912544
0.000618333,206.048804153,92.465147267
0.000627491,233.334255298,103.92165794
0.000668641,257.900752533,117.910036755
0.000647068,279.62340562,128.693054895
0.000630479,309.58652282,139.651135098
0.000657455,332.118038627,151.603805198
0.000695826,356.34453686,165.691056412
0.00072602,390.02776815,187.606962276
0.00072358,412.971696996,195.483899303
0.000706033,437.139291944,208.52370848
0.00074304,462.650747834,222.340848938
0.000727394,483.89121577,234.846037335
