1.30747568e8,1.9274776129e10,3.438429066e9
29104.0,3.2136866144e10,1.2396917664e10
34064.0,3.9526364016e10,2.3904008464e10
54048.0,4.137751664e10,9.06458e9
76448.0,6.0447493616e10,2.7448855872e10
81280.0,6.9094065664e10,3.6152282656e10
86720.0,7.8148875536e10,4.5503639552e10
93600.0,8.7662057088e10,5.07400632e10
100896.0,9.7496155936e10,5.8407358672e10
106656.0,1.07600045776e11,6.8591468896e10
114816.0,1.18183554064e11,7.8644876016e10
119616.0,1.28579192832e11,8.6934996128e10
127104.0,1.39143041504e11,9.3928060624e10
134048.0,1.49647576496e11,1.06234324976e11
140768.0,1.60780427936e11,1.18192529232e11
147264.0,1.71648598848e11,1.28968397248e11
154304.0,1.82275425888e11,1.41088451248e11
160640.0,1.93067106752e11,1.52715082624e11
167264.0,2.03392930032e11,1.66696545136e11
