1.30260935e8,9.2260602e7,2.23746886e8
55648.0,1.3432e6,127936.0
68064.0,2.454304e6,194864.0
81072.0,3.134448e6,261360.0
93792.0,3.816336e6,328032.0
105632.0,4.500064e6,394160.0
118544.0,5.183248e6,461104.0
131712.0,5.865936e6,527424.0
144320.0,6.547824e6,594336.0
156736.0,7.229248e6,659984.0
168736.0,7.910784e6,726624.0
181328.0,8.593264e6,793136.0
193168.0,9.27688e6,859744.0
205120.0,9.95688e6,926112.0
217344.0,1.0641264e7,993088.0
229664.0,1.1321664e7,1.059728e6
242592.0,1.2007392e7,1.12616e6
255216.0,1.2688224e7,1.192528e6
267904.0,1.3369856e7,1.259728e6
279440.0,1.4053888e7,1.325904e6
291360.0,1.4736032e7,1.391792e6
302544.0,1.541736e7,1.458416e6
314976.0,1.609984e7,1.524784e6
326512.0,1.6781808e7,1.591472e6
339824.0,1.7463824e7,1.658352e6
353024.0,1.8147152e7,1.724336e6
365712.0,1.883048e7,1.790704e6
378336.0,1.9514352e7,1.857392e6
389984.0,2.0198208e7,1.92376e6
402896.0,2.0879856e7,1.990448e6
415328.0,2.1562208e7,2.056816e6
427872.0,2.224464e7,2.123184e6
439968.0,2.2926976e7,2.189872e6
451424.0,2.3609904e7,2.25656e6
464944.0,2.42916e7,2.323632e6
476800.0,2.4975408e7,2.390128e6
488448.0,2.565728e7,2.456176e6
500736.0,2.6339712e7,2.522864e6
512336.0,2.7020944e7,2.589744e6
525056.0,2.770312e7,2.656432e6
536944.0,2.8385664e7,2.7228e6
549232.0,2.9065888e7,2.789808e6
560704.0,2.9750752e7,2.856304e6
572640.0,3.0431072e7,2.92248e6
585120.0,3.1113888e7,2.989168e6
598496.0,3.1797344e7,3.055536e6
610352.0,3.2481184e7,3.122224e6
623408.0,3.3165024e7,3.188592e6
636208.0,3.38464e7,3.25528e6
648832.0,3.4528496e7,3.321456e6
661840.0,3.5212992e7,3.388336e6
674448.0,3.5895184e7,3.454704e6
686992.0,3.6578704e7,3.521072e6
699536.0,3.7263408e7,3.587568e6
711328.0,3.7946336e7,3.654128e6
723744.0,3.8631312e7,3.720112e6
735520.0,3.9313808e7,3.786992e6
747296.0,3.9996304e7,3.853872e6
759728.0,4.0677744e7,3.92024e6
771504.0,4.1362704e7,3.986224e6
784064.0,4.2043824e7,4.052784e6
796608.0,4.2726576e7,4.11896e6
807712.0,4.3410864e7,4.185648e6
819488.0,4.4090544e7,4.251952e6
831392.0,4.4771696e7,4.318832e6
843168.0,4.545808e7,4.385008e6
855584.0,4.614064e7,4.451696e6
868192.0,4.6824256e7,4.518064e6
881824.0,4.750624e7,4.584432e6
894368.0,4.8190784e7,4.650928e6
906304.0,4.8869456e7,4.717488e6
918848.0,4.9550256e7,4.784176e6
